Wavelength (nm)	Light Power (W)	
627.000000	0.000493
628.000000	0.000474
629.000000	0.000475
630.000000	0.000484
631.000000	0.000503
632.000000	0.000526
633.000000	0.000542
634.000000	0.000560
635.000000	0.000560
636.000000	0.000554
637.000000	0.000555
638.000000	0.000556
639.000000	0.000557
640.000000	0.000550
641.000000	0.000539
642.000000	0.000540
643.000000	0.000546
644.000000	0.000571
645.000000	0.000603
646.000000	0.000619
647.000000	0.000617
648.000000	0.000589
649.000000	0.000564
650.000000	0.000549
651.000000	0.000558
652.000000	0.000591
653.000000	0.000612
654.000000	0.000620
655.000000	0.000603
656.000000	0.000569
657.000000	0.000553
658.000000	0.000542
659.000000	0.000562
660.000000	0.000612
661.000000	0.000640
662.000000	0.000644
663.000000	0.000609
664.000000	0.000543
665.000000	0.000508
666.000000	0.000521
667.000000	0.000566
668.000000	0.000615
669.000000	0.000639
670.000000	0.000624
671.000000	0.000577
672.000000	0.000549
673.000000	0.000543
674.000000	0.000547
675.000000	0.000591
676.000000	0.000629
677.000000	0.000629
678.000000	0.000621
679.000000	0.000583
680.000000	0.000550
681.000000	0.000575
682.000000	0.000626
683.000000	0.000661
684.000000	0.000673
685.000000	0.000659
686.000000	0.000607
687.000000	0.000579
688.000000	0.000618
689.000000	0.000656
690.000000	0.000689
691.000000	0.000709
692.000000	0.000688
693.000000	0.000648
694.000000	0.000624
695.000000	0.000636
696.000000	0.000687
697.000000	0.000746
698.000000	0.000782
699.000000	0.000764
700.000000	0.000721
701.000000	0.000696
702.000000	0.000686
703.000000	0.000722
704.000000	0.000797
705.000000	0.000831
706.000000	0.000802
707.000000	0.000762
708.000000	0.000730
709.000000	0.000686
710.000000	0.000697
711.000000	0.000791
712.000000	0.000851
713.000000	0.000818
714.000000	0.000757
715.000000	0.000687
716.000000	0.000669
717.000000	0.000687
718.000000	0.000733
719.000000	0.000779
720.000000	0.000781
721.000000	0.000756
722.000000	0.000706
723.000000	0.000652
724.000000	0.000645
725.000000	0.000678
726.000000	0.000714
727.000000	0.000733
728.000000	0.000716
729.000000	0.000673
730.000000	0.000630
731.000000	0.000613
732.000000	0.000622
733.000000	0.000649
734.000000	0.000678
735.000000	0.000674
736.000000	0.000648
737.000000	0.000624
738.000000	0.000596
739.000000	0.000591
740.000000	0.000602
741.000000	0.000620
742.000000	0.000632
743.000000	0.000619
744.000000	0.000587
745.000000	0.000567
746.000000	0.000556
747.000000	0.000559
748.000000	0.000578
749.000000	0.000587
750.000000	0.000587
751.000000	0.000575
752.000000	0.000549
753.000000	0.000533
754.000000	0.000526
755.000000	0.000531
756.000000	0.000546
757.000000	0.000550
758.000000	0.000544
759.000000	0.000534
760.000000	0.000516
761.000000	0.000501
762.000000	0.000500
763.000000	0.000511
764.000000	0.000523
765.000000	0.000528
766.000000	0.000523
767.000000	0.000510
768.000000	0.000495
769.000000	0.000489
770.000000	0.000498
771.000000	0.000511
772.000000	0.000521
773.000000	0.000522
774.000000	0.000508
775.000000	0.000492
776.000000	0.000480
777.000000	0.000485
778.000000	0.000506
779.000000	0.000526
780.000000	0.000534
781.000000	0.000523
782.000000	0.000504
783.000000	0.000489
784.000000	0.000491
785.000000	0.000513
786.000000	0.000533
787.000000	0.000543
788.000000	0.000536
789.000000	0.000512
790.000000	0.000490
791.000000	0.000486
792.000000	0.000502
793.000000	0.000528
794.000000	0.000551
795.000000	0.000551
796.000000	0.000523
797.000000	0.000494
798.000000	0.000489
799.000000	0.000498
800.000000	0.000525
801.000000	0.000555
802.000000	0.000559
803.000000	0.000534
804.000000	0.000497
805.000000	0.000472
806.000000	0.000472
807.000000	0.000498
808.000000	0.000535
809.000000	0.000553
810.000000	0.000540
811.000000	0.000513
812.000000	0.000483
813.000000	0.000473
814.000000	0.000498
815.000000	0.000533
816.000000	0.000563
817.000000	0.000563
818.000000	0.000524
819.000000	0.000486
820.000000	0.000469
821.000000	0.000484
822.000000	0.000527
823.000000	0.000566
824.000000	0.000572
825.000000	0.000547
826.000000	0.000513
827.000000	0.000498
828.000000	0.000510
829.000000	0.000541
830.000000	0.000579
831.000000	0.000605
832.000000	0.000598
833.000000	0.000564
834.000000	0.000530
835.000000	0.000521
836.000000	0.000543
837.000000	0.000573
838.000000	0.000594
839.000000	0.000594
840.000000	0.000566
841.000000	0.000528
842.000000	0.000511
843.000000	0.000525
844.000000	0.000547
845.000000	0.000569
846.000000	0.000577
847.000000	0.000554
848.000000	0.000512
849.000000	0.000486
850.000000	0.000487
851.000000	0.000505
852.000000	0.000524
853.000000	0.000530
854.000000	0.000514
855.000000	0.000485
856.000000	0.000459
857.000000	0.000448
858.000000	0.000460
859.000000	0.000474
860.000000	0.000470
861.000000	0.000451
862.000000	0.000426
863.000000	0.000405
864.000000	0.000396
865.000000	0.000398
866.000000	0.000405
867.000000	0.000410
868.000000	0.000396
869.000000	0.000367
870.000000	0.000350
871.000000	0.000347
872.000000	0.000349
873.000000	0.000352
874.000000	0.000350
875.000000	0.000342
876.000000	0.000328
877.000000	0.000315
878.000000	0.000308
879.000000	0.000305
880.000000	0.000304
881.000000	0.000304
882.000000	0.000301
883.000000	0.000295
884.000000	0.000287
885.000000	0.000277
886.000000	0.000274
887.000000	0.000278
888.000000	0.000279
889.000000	0.000277
890.000000	0.000273
891.000000	0.000265
892.000000	0.000259
893.000000	0.000260
894.000000	0.000263
895.000000	0.000262
896.000000	0.000263
897.000000	0.000264
898.000000	0.000257
899.000000	0.000250
900.000000	0.000251
901.000000	0.000253
902.000000	0.000253
903.000000	0.000252
904.000000	0.000253
905.000000	0.000253
906.000000	0.000250
907.000000	0.000250
908.000000	0.000250
909.000000	0.000246
910.000000	0.000245
911.000000	0.000246
912.000000	0.000248
913.000000	0.000248
914.000000	0.000247
915.000000	0.000245
916.000000	0.000241
917.000000	0.000239
918.000000	0.000240
919.000000	0.000239
920.000000	0.000240
921.000000	0.000242
922.000000	0.000238
923.000000	0.000234
924.000000	0.000232
925.000000	0.000230
926.000000	0.000230
927.000000	0.000231
928.000000	0.000231
929.000000	0.000230
930.000000	0.000224
931.000000	0.000219
932.000000	0.000216
933.000000	0.000213
934.000000	0.000216
935.000000	0.000218
936.000000	0.000216
937.000000	0.000212
938.000000	0.000206
939.000000	0.000204
940.000000	0.000206
941.000000	0.000205
942.000000	0.000205
943.000000	0.000205
944.000000	0.000200
945.000000	0.000196
946.000000	0.000192
947.000000	0.000189
948.000000	0.000189
949.000000	0.000191
950.000000	0.000191
951.000000	0.000189
952.000000	0.000185
953.000000	0.000182
954.000000	0.000180
955.000000	0.000179
956.000000	0.000180
957.000000	0.000179
958.000000	0.000178
959.000000	0.000176
960.000000	0.000169
961.000000	0.000166
962.000000	0.000165
963.000000	0.000166
964.000000	0.000168
965.000000	0.000166
966.000000	0.000163
967.000000	0.000162
968.000000	0.000158
969.000000	0.000157
970.000000	0.000157
971.000000	0.000158
972.000000	0.000156
973.000000	0.000153
974.000000	0.000149
975.000000	0.000146
976.000000	0.000144
977.000000	0.000144
978.000000	0.000146
979.000000	0.000145
980.000000	0.000144
981.000000	0.000142
982.000000	0.000140
983.000000	0.000138
984.000000	0.000139
985.000000	0.000140
986.000000	0.000139
987.000000	0.000136
988.000000	0.000133
989.000000	0.000131
990.000000	0.000128
991.000000	0.000129
992.000000	0.000130
993.000000	0.000131
994.000000	0.000131
995.000000	0.000130
996.000000	0.000129
997.000000	0.000127
998.000000	0.000126
999.000000	0.000127
1000.000000	0.000127
1001.000000	0.000127
1002.000000	0.000125
1003.000000	0.000123
1004.000000	0.000122
1005.000000	0.000123
1006.000000	0.000124
1007.000000	0.000126
1008.000000	0.000127
1009.000000	0.000126
1010.000000	0.000124
1011.000000	0.000123
1012.000000	0.000124
1013.000000	0.000126
1014.000000	0.000127
1015.000000	0.000127
1016.000000	0.000127
1017.000000	0.000127
1018.000000	0.000128
1019.000000	0.000131
1020.000000	0.000136
1021.000000	0.000142
1022.000000	0.000145
1023.000000	0.000147
1024.000000	0.000150
1025.000000	0.000154
1026.000000	0.000160
1027.000000	0.000166
1028.000000	0.000170
1029.000000	0.000172
1030.000000	0.000172
1031.000000	0.000172
1032.000000	0.000171
1033.000000	0.000172
1034.000000	0.000171
1035.000000	0.000168
1036.000000	0.000166
1037.000000	0.000160
1038.000000	0.000152
1039.000000	0.000144
1040.000000	0.000140
1041.000000	0.000139
1042.000000	0.000139
1043.000000	0.000139
1044.000000	0.000138
1045.000000	0.000139
1046.000000	0.000140
1047.000000	0.000143
1048.000000	0.000147
1049.000000	0.000152
1050.000000	0.000156
1051.000000	0.000160
1052.000000	0.000164
1053.000000	0.000169
1054.000000	0.000174
1055.000000	0.000183
1056.000000	0.000195
1057.000000	0.000208
1058.000000	0.000222
1059.000000	0.000241
1060.000000	0.000266
1061.000000	0.000312
1062.000000	0.000374
1063.000000	0.000579
1064.000000	0.001041
1065.000000	0.001241
1066.000000	0.000882
1067.000000	0.000522
1068.000000	0.000400
1069.000000	0.000328
1070.000000	0.000265
1071.000000	0.000219
1072.000000	0.000194
1073.000000	0.000179
1074.000000	0.000167
1075.000000	0.000158
1076.000000	0.000152
1077.000000	0.000153
1078.000000	0.000155
1079.000000	0.000155
1080.000000	0.000150
1081.000000	0.000140
1082.000000	0.000131
1083.000000	0.000127
1084.000000	0.000125
1085.000000	0.000125
1086.000000	0.000124
1087.000000	0.000122
1088.000000	0.000119
1089.000000	0.000117
1090.000000	0.000115
1091.000000	0.000113
1092.000000	0.000112
1093.000000	0.000111
1094.000000	0.000109
1095.000000	0.000107
1096.000000	0.000105
1097.000000	0.000105
1098.000000	0.000104
1099.000000	0.000106
1100.000000	0.000109
